,Word,Negative
80722,UNDERPERFORMANCE,1
80723,UNDERPERFORMED,1
80726,UNDERPERFORMING,1
80727,UNDERPERFORMS,1
80744,UNDERPRODUCED,1
80746,UNDERPRODUCTION,1
80757,UNDERREPORTING,1
80806,UNDERSTATE,1
80807,UNDERSTATED,1
80808,UNDERSTATEMENT,1
80809,UNDERSTATEMENTS,1
80810,UNDERSTATES,1
80811,UNDERSTATING,1
80836,UNDERUTILIZATION,1
80838,UNDERUTILIZED,1
80874,UNDESIRABLE,1
80877,UNDESIRED,1
80879,UNDETECTED,1
80881,UNDETERMINED,1
80898,UNDISCLOSED,1
80914,UNDOCUMENTED,1
80933,UNDUE,1
80941,UNDULY,1
80964,UNECONOMIC,1
80965,UNECONOMICAL,1
80966,UNECONOMICALLY,1
80974,UNEMPLOYED,1
80975,UNEMPLOYMENT,1
81005,UNETHICAL,1
81006,UNETHICALLY,1
81024,UNEXCUSED,1
81028,UNEXPECTED,1
81029,UNEXPECTEDLY,1
81046,UNFAIR,1
81049,UNFAIRLY,1
81068,UNFAVORABILITY,1
81069,UNFAVORABLE,1
81070,UNFAVORABLY,1
81071,UNFAVOURABLE,1
81072,UNFEASIBLE,1
81089,UNFIT,1
81090,UNFITNESS,1
81119,UNFORESEEABLE,1
81120,UNFORESEEN,1
81131,UNFORSEEN,1
81133,UNFORTUNATE,1
81134,UNFORTUNATELY,1
81136,UNFOUNDED,1
81148,UNFRIENDLY,1
81156,UNFULFILLED,1
81157,UNFUNDED,1
81320,UNINSURED,1
81325,UNINTENDED,1
81326,UNINTENTIONAL,1
81327,UNINTENTIONALLY,1
81393,UNJUST,1
81394,UNJUSTIFIABLE,1
81395,UNJUSTIFIABLY,1
81396,UNJUSTIFIED,1
81397,UNJUSTLY,1
81409,UNKNOWING,1
81410,UNKNOWINGLY,1
81424,UNLAWFUL,1
81425,UNLAWFULLY,1
81445,UNLICENSED,1
81465,UNLIQUIDATED,1
81513,UNMARKETABLE,1
81530,UNMERCHANTABLE,1
81534,UNMERITORIOUS,1
81560,UNNECESSARILY,1
81561,UNNECESSARY,1
81562,UNNEEDED,1
81575,UNOBTAINABLE,1
81580,UNOCCUPIED,1
81594,UNPAID,1
81615,UNPERFORMED,1
81626,UNPLANNED,1
81641,UNPOPULAR,1
81651,UNPREDICTABILITY,1
81652,UNPREDICTABLE,1
81653,UNPREDICTABLY,1
81654,UNPREDICTED,1
81671,UNPRODUCTIVE,1
81675,UNPROFITABILITY,1
81676,UNPROFITABLE,1
81690,UNQUALIFIED,1
81720,UNREALISTIC,1
81727,UNREASONABLE,1
81728,UNREASONABLENESS,1
81730,UNREASONABLY,1
81733,UNRECEPTIVE,1
81741,UNRECOVERABLE,1
81742,UNRECOVERED,1
81758,UNREIMBURSED,1
81766,UNRELIABLE,1
81772,UNREMEDIED,1
81781,UNREPORTED,1
81789,UNRESOLVED,1
81794,UNREST,1
81832,UNSAFE,1
81837,UNSALABLE,1
81838,UNSALEABLE,1
81843,UNSATISFACTORY,1
81844,UNSATISFIED,1
81848,UNSAVORY,1
81855,UNSCHEDULED,1
81905,UNSELLABLE,1
81955,UNSOLD,1
81962,UNSOUND,1
81980,UNSTABILIZED,1
81981,UNSTABLE,1
82016,UNSUBSTANTIATED,1
82017,UNSUCCESSFUL,1
82018,UNSUCCESSFULLY,1
82020,UNSUITABILITY,1
82021,UNSUITABLE,1
82022,UNSUITABLY,1
82023,UNSUITED,1
82029,UNSURE,1
82034,UNSUSPECTED,1
82035,UNSUSPECTING,1
82037,UNSUSTAINABLE,1
82062,UNTENABLE,1
82089,UNTIMELY,1
82117,UNTRUSTED,1
82119,UNTRUTH,1
82120,UNTRUTHFUL,1
82121,UNTRUTHFULLY,1
82122,UNTRUTHFULNESS,1
82124,UNTRUTHS,1
82133,UNUSABLE,1
82158,UNWANTED,1
82165,UNWARRANTED,1
82173,UNWELCOME,1
82183,UNWILLING,1
82185,UNWILLINGNESS,1
82354,UPSET,1
82452,URGENCY,1
82453,URGENT,1
82519,USURIOUS,1
82520,USURP,1
82523,USURPED,1
82526,USURPING,1
82527,USURPS,1
82528,USURY,1
82739,VANDALISM,1
83066,VERDICT,1
83067,VERDICTS,1
83200,VETOED,1
83286,VICTIMS,1
83433,VIOLATE,1
83434,VIOLATED,1
83435,VIOLATES,1
83436,VIOLATING,1
83437,VIOLATION,1
83438,VIOLATIONS,1
83439,VIOLATIVE,1
83440,VIOLATOR,1
83441,VIOLATORS,1
83442,VIOLENCE,1
83444,VIOLENT,1
83445,VIOLENTLY,1
83584,VITIATE,1
83585,VITIATED,1
83586,VITIATES,1
83587,VITIATING,1
83588,VITIATION,1
83708,VOIDED,1
83709,VOIDING,1
83714,VOLATILE,1
83716,VOLATILITY,1
83858,VULNERABILITIES,1
83859,VULNERABILITY,1
83860,VULNERABLE,1
83861,VULNERABLY,1
84177,WARN,1
84178,WARNED,1
84179,WARNING,1
84180,WARNINGS,1
84181,WARNS,1
84270,WASTED,1
84271,WASTEFUL,1
84285,WASTING,1
84447,WEAK,1
84448,WEAKEN,1
84449,WEAKENED,1
84452,WEAKENING,1
84453,WEAKENS,1
84454,WEAKER,1
84455,WEAKEST,1
84460,WEAKLY,1
84461,WEAKNESS,1
84462,WEAKNESSES,1
85250,WILLFULLY,1
85898,WORRIES,1
85902,WORRY,1
85903,WORRYING,1
85906,WORSE,1
85907,WORSEN,1
85908,WORSENED,1
85909,WORSENING,1
85910,WORSENS,1
85923,WORST,1
85936,WORTHLESS,1
86060,WRITEDOWN,1
86061,WRITEDOWNS,1
86062,WRITEOFF,1
86063,WRITEOFFS,1
86077,WRONG,1
86080,WRONGDOING,1
86081,WRONGDOINGS,1
86085,WRONGFUL,1
86086,WRONGFULLY,1
86094,WRONGLY,1
